matrix,time(cublas),flop(scl),byte(cublas)
../matrix_large/t3dh_a.mtx,0.000848473000000,5.222648216266163,34.321818136817555
../matrix_large/cfd1.mtx,0.000347867000000,5.459040380375258,39.253852765568453
../matrix_large/cfd1.mtx,0.000347867000000,5.459040380375258,39.253852765568453
../matrix_large/rail_79841.mtx,0.000293202000000,2.161520044201608,21.682976241635458
../matrix_large/nd24k.mtx,0.004109657000000,7.004875102715385,42.589883291963297
../matrix_large/nd12k.mtx,0.002094943000000,6.805409980128337,41.382359329108240
../matrix_large/F2.mtx,0.000882983000000,6.076889362535858,39.052742804787854
../matrix_large/F2.mtx,0.000882983000000,6.076889362535858,39.052742804787854
../matrix_large/F2.mtx,0.000882983000000,6.076889362535858,39.052742804787854
../matrix_large/lhr71.mtx,0.000679199000000,4.499688603781808,30.310468654989187
../matrix_large/lhr71.mtx,0.000679199000000,4.499688603781808,30.310468654989187
../matrix_large/lhr71.mtx,0.000679199000000,4.499688603781808,30.310468654989187
../matrix_large/lhr71.mtx,0.000679199000000,4.499688603781808,30.310468654989187
