matrix,time(scl),time(vec),time(cublas),flop(vec),flop(cublas),flop(scl),byte(scl),byte(vec),byte(cublas)
../matrix_large/t3dh_a.mtx,0.000098910000000,0.000565346000000,0.000065984000000,44.801091901728846,7.838166361838590,67.156825897187204,291.218764533414173,50.950122579800691,436.536857419980606
../matrix_large/cfd1.mtx,0.000043834000000,0.000506092000000,0.000042815000000,43.322991285303644,3.752321712257851,44.354081513488261,305.071223251357367,26.423045612260225,312.331939740745042
../matrix_large/SiO2.mtx,0.000593430000000,0.001095262000000,0.000305218000000,19.275793269635844,10.443924832597132,37.477586511935733,122.983799268658458,66.634536759241172,239.115242220314656
../matrix_large/rail_79841.mtx,0.000033554000000,0.000568906000000,0.000022605000000,18.887822614293380,1.114001258555895,28.036363636363635,179.952434881087214,10.613570607446574,267.114532183145286
../matrix_large/nd24k.mtx,0.000670280000000,0.000545506000000,0.000337327000000,42.948669212866264,52.772350808240425,85.340438209808283,260.699719520200517,320.329763558970967,518.019037906838093
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
../matrix_large/nd12k.mtx,0.000349368000000,0.000285588000000,0.000175389000000,40.807818689748345,49.921376248301748,81.287572196660008,247.732133452405492,303.057831561550245,493.472680726841475
