matrix,time(cublas),flop(scl),byte(cublas)
../matrix_large/t3dh_a.mtx,0.000079605000000,55.665799886941777,365.820438414672481
../matrix_large/cfd1.mtx,0.000044004000000,43.155622216162165,310.315425870375407
../matrix_large/cfd1.mtx,0.000044004000000,43.155622216162165,310.315425870375407
../matrix_large/rail_79841.mtx,0.000021495000000,29.484159106769017,295.766085136078175
../matrix_large/nd24k.mtx,0.000388003000000,74.194359321964001,451.104274966946150
../matrix_large/nd12k.mtx,0.000317093000000,44.961402490751922,273.401443740479920
../matrix_large/nd12k.mtx,0.000317093000000,44.961402490751922,273.401443740479920
../matrix_large/nd12k.mtx,0.000317093000000,44.961402490751922,273.401443740479920
../matrix_large/nd12k.mtx,0.000317093000000,44.961402490751922,273.401443740479920
../matrix_large/lhr71.mtx,0.000056865000000,53.744552888419946,362.030071221313676
../matrix_large/lhr71.mtx,0.000056865000000,53.744552888419946,362.030071221313676
../matrix_large/lhr71.mtx,0.000056865000000,53.744552888419946,362.030071221313676
../matrix_large/lhr71.mtx,0.000056865000000,53.744552888419946,362.030071221313676
