matrix,time(scl),time(vec),time(cublas),flop(vec),flop(cublas),flop(scl),byte(scl),byte(vec),byte(cublas)
../matrix_large/t3dh_a.mtx,0.000111464000000,0.000291873000000,0.000065990000000,39.755221416780302,15.182205959441264,67.150719806031219,258.419292327567632,98.688292510783796,436.497166237308704
../matrix_large/cfd1.mtx,0.000042615000000,0.000261253000000,0.000042384000000,44.562243341546413,7.268892606017922,44.805115137787844,313.797770738003067,51.185984467164019,315.508021895054753
../matrix_large/SiO2.mtx,0.000670765000000,0.000557781000000,0.000297867000000,17.053415130485341,20.507751250042581,38.402488358898438,108.804538102017844,130.843962056792890,245.016319364011451
../matrix_large/rail_79841.mtx,0.000025100000000,0.000292873000000,0.000022780000000,25.249482071713146,2.163948195975730,27.820983318700616,240.562709163346625,20.616868062265898,265.062510974539066
../matrix_large/nd24k.mtx,0.001195422000000,0.000321642000000,0.000337767000000,24.081566174957462,89.502098606525266,85.229267512812086,146.175834140579639,543.280442230803146,517.344228417814634
../matrix_large/nd12k.mtx,0.000440207000000,0.000171514000000,0.000175643000000,32.386913429363908,83.124094826078334,81.170021008522966,196.611321491934490,504.621663537670429,492.759062416378640
../matrix_large/nd12k.mtx,0.000440207000000,0.000171514000000,0.000175643000000,32.386913429363908,83.124094826078334,81.170021008522966,196.611321491934490,504.621663537670429,492.759062416378640
../matrix_large/human_gene1.mtx,0.001509758000000,0.000230828000000,0.000300723000000,16.354889988991612,106.971104025508168,82.108538422402020,98.542603516590091,644.529623789141738,494.725990363224696
../matrix_large/mouse_gene.mtx,0.001324900000000,0.000296757000000,0.000327852000000,21.897797569627897,97.764810939590319,88.492344106487081,132.339938108536501,590.844306958218340,534.805900223271465
../matrix_large/lhr71.mtx,0.000083455000000,0.000261548000000,0.000050975000000,36.620741717093040,11.684983253551929,59.954565963707701,243.312204181894401,77.636303852447739,398.344678764100024
../matrix_large/lhr71.mtx,0.000083455000000,0.000261548000000,0.000050975000000,36.620741717093040,11.684983253551929,59.954565963707701,243.312204181894401,77.636303852447739,398.344678764100024
../matrix_large/lhr71.mtx,0.000083455000000,0.000261548000000,0.000050975000000,36.620741717093040,11.684983253551929,59.954565963707701,243.312204181894401,77.636303852447739,398.344678764100024
../matrix_large/lhr71.mtx,0.000083455000000,0.000261548000000,0.000050975000000,36.620741717093040,11.684983253551929,59.954565963707701,243.312204181894401,77.636303852447739,398.344678764100024
