matrix,time,time(cublas),flop,flop(cublas),byte,byte(cublas)
../matrix/nos5.mtx,0.011000000000000,0.003000000000000,0.512727272727273,1.880000000000000,2.732000000000000,10.017333333333333
../matrix/1138_bus.mtx,0.004000000000000,0.004000000000000,1.298000000000000,1.298000000000000,9.744999999999999,9.744999999999999
../matrix/494_bus.mtx,0.003000000000000,0.003000000000000,0.720000000000000,0.720000000000000,5.516000000000000,5.516000000000000
../matrix/662_bus.mtx,0.004000000000000,0.004000000000000,0.784000000000000,0.784000000000000,5.785000000000000,5.785000000000000
../matrix/bcspwr02.mtx,0.011000000000000,0.003000000000000,0.019636363636364,0.072000000000000,0.150181818181818,0.550666666666667
../matrix/bcsstk10.mtx,0.003000000000000,0.004000000000000,7.718666666666666,5.789000000000000,36.667999999999999,27.501000000000001
../matrix/bcsstm08.mtx,0.011000000000000,0.004000000000000,0.195272727272727,0.537000000000000,2.343636363636364,6.445000000000000
../matrix/cavity02.mtx,0.004000000000000,0.003000000000000,3.663500000000000,4.884666666666667,15.923000000000000,21.230666666666668
../matrix/cdde4.mtx,0.012000000000000,0.004000000000000,0.780166666666667,2.340500000000000,4.402333333333333,13.207000000000001
../matrix/dw2048.mtx,0.004000000000000,0.004000000000000,5.057000000000000,5.057000000000000,28.420999999999999,28.420999999999999
../matrix/e05r0000.mtx,0.004000000000000,0.003000000000000,2.928000000000000,3.904000000000000,12.657000000000000,16.876000000000001
../matrix/gr_30_30.mtx,0.011000000000000,0.003000000000000,0.785818181818182,2.881333333333334,4.452727272727273,16.326666666666664
../matrix/bcsstm27.mtx,0.003000000000000,0.003000000000000,19.116666666666667,19.116666666666667,82.995999999999995,82.995999999999995
../matrix/ck656.mtx,0.011000000000000,0.003000000000000,0.706181818181818,2.589333333333334,3.779272727272728,13.857333333333335
../matrix/cry2500.mtx,0.003000000000000,0.004000000000000,8.232666666666667,6.174500000000000,46.265333333333338,34.698999999999998
../matrix/e20r2000.mtx,0.011000000000000,0.004000000000000,23.919272727272730,65.778000000000006,101.846181818181833,280.076999999999998
../matrix/fs_760_3.mtx,0.003000000000000,0.003000000000000,3.984000000000000,3.984000000000000,19.990666666666669,19.990666666666669
../matrix/impcol_d.mtx,0.003000000000000,0.004000000000000,0.892666666666667,0.669500000000000,5.838666666666667,4.379000000000000
../matrix/rdb450l.mtx,0.010000000000000,0.003000000000000,0.516000000000000,1.720000000000000,2.784400000000000,9.281333333333334
../matrix/west0989.mtx,0.011000000000000,0.003000000000000,0.643090909090909,2.358000000000000,4.011272727272727,14.708000000000000
../matrix/zenios.mtx,0.011000000000000,0.003000000000000,2.733090909090909,10.021333333333335,15.111636363636364,55.409333333333336
