matrix,time,time(cublas),flop,flop(cublas),byte,byte(cublas)
../matrix/nos5.mtx,4.000000000000000,4.000000000000000,0.001410000000000,0.001410000000000,0.007513000000000,0.007513000000000
../matrix/1138_bus.mtx,3.000000000000000,3.000000000000000,0.001730666666667,0.001730666666667,0.012993333333333,0.012993333333333
../matrix/494_bus.mtx,11.000000000000000,3.000000000000000,0.000196363636364,0.000720000000000,0.001504363636364,0.005516000000000
../matrix/662_bus.mtx,4.000000000000000,3.000000000000000,0.000784000000000,0.001045333333333,0.005785000000000,0.007713333333333
../matrix/bcspwr02.mtx,10.000000000000000,3.000000000000000,0.000021600000000,0.000072000000000,0.000165200000000,0.000550666666667
../matrix/bcsstk10.mtx,3.000000000000000,3.000000000000000,0.007718666666667,0.007718666666667,0.036668000000000,0.036668000000000
../matrix/bcsstm08.mtx,4.000000000000000,3.000000000000000,0.000537000000000,0.000716000000000,0.006445000000000,0.008593333333333
../matrix/cavity02.mtx,4.000000000000000,4.000000000000000,0.003663500000000,0.003663500000000,0.015923000000000,0.015923000000000
../matrix/cdde4.mtx,11.000000000000000,3.000000000000000,0.000851090909091,0.003120666666667,0.004802545454545,0.017609333333333
../matrix/dw2048.mtx,11.000000000000000,3.000000000000000,0.001838909090909,0.006742666666667,0.010334909090909,0.037894666666667
../matrix/e05r0000.mtx,11.000000000000000,3.000000000000000,0.001064727272727,0.003904000000000,0.004602545454545,0.016876000000000
../matrix/gr_30_30.mtx,4.000000000000000,4.000000000000000,0.002161000000000,0.002161000000000,0.012245000000000,0.012245000000000
../matrix/bcsstm27.mtx,4.000000000000000,4.000000000000000,0.014337500000000,0.014337500000000,0.062247000000000,0.062247000000000
../matrix/ck656.mtx,5.000000000000000,4.000000000000000,0.001553600000000,0.001942000000000,0.008314400000000,0.010393000000000
../matrix/cry2500.mtx,4.000000000000000,4.000000000000000,0.006174500000000,0.006174500000000,0.034699000000000,0.034699000000000
../matrix/e20r2000.mtx,11.000000000000000,3.000000000000000,0.023919272727273,0.087704000000000,0.101846181818182,0.373436000000000
../matrix/fs_760_3.mtx,12.000000000000000,4.000000000000000,0.000996000000000,0.002988000000000,0.004997666666667,0.014993000000000
../matrix/impcol_d.mtx,4.000000000000000,4.000000000000000,0.000669500000000,0.000669500000000,0.004379000000000,0.004379000000000
../matrix/rdb450l.mtx,3.000000000000000,4.000000000000000,0.001720000000000,0.001290000000000,0.009281333333333,0.006961000000000
../matrix/west0989.mtx,4.000000000000000,4.000000000000000,0.001768500000000,0.001768500000000,0.011031000000000,0.011031000000000
../matrix/zenios.mtx,4.000000000000000,3.000000000000000,0.007516000000000,0.010021333333333,0.041557000000000,0.055409333333333
